symbol,pair,contractType,deliveryDate,onboardDate,contractStatus,contractSize,marginAsset,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,equalQtyPrecision,maxMoveOrderLimit,triggerProtect,underlyingType,underlyingSubType,filters,orderTypes,timeInForce,liquidationFee,marketTakeBound
GALAUSD_PERP,GALAUSD,PERPETUAL DELIVERING,1672045200000,1638342000000,DELIVERING,10,GALA,2.5000,5.0000,GALA,USD,5,0,8,8,4,10000,0.0500,COIN,['Metaverse'],"[{'minPrice': '0.00001', 'maxPrice': '5', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.025000,0.05
MATICUSD_PERP,MATICUSD,PERPETUAL,4133404800000,1638860400000,TRADING,10,MATIC,2.5000,5.0000,MATIC,USD,4,0,8,8,4,10000,0.0500,COIN,['Layer-2'],"[{'minPrice': '0.0001', 'maxPrice': '1000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
NEARUSD_PERP,NEARUSD,PERPETUAL,4133404800000,1639378800000,TRADING,10,NEAR,2.5000,5.0000,NEAR,USD,3,0,8,8,4,10000,0.0500,COIN,['Layer-2'],"[{'minPrice': '0.010', 'maxPrice': '10000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
ATOMUSD_PERP,ATOMUSD,PERPETUAL,4133404800000,1640156400000,TRADING,10,ATOM,2.5000,5.0000,ATOM,USD,3,0,8,8,4,10000,0.0500,COIN,['Layer-1'],"[{'minPrice': '0.001', 'maxPrice': '10000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
AAVEUSD_PERP,AAVEUSD,PERPETUAL,4133404800000,1640674800000,TRADING,10,AAVE,2.5000,5.0000,AAVE,USD,3,0,8,8,4,10000,0.0500,COIN,['DeFi'],"[{'minPrice': '0.100', 'maxPrice': '10000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
AXSUSD_PERP,AXSUSD,PERPETUAL,4133404800000,1641884400000,TRADING,10,AXS,2.5000,5.0000,AXS,USD,4,0,8,8,4,10000,0.0500,COIN,['Metaverse'],"[{'minPrice': '0.1000', 'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
ROSEUSD_PERP,ROSEUSD,PERPETUAL,4133404800000,1642402800000,TRADING,10,ROSE,2.5000,5.0000,ROSE,USD,5,0,8,8,4,10000,0.0500,COIN,['Layer-1'],"[{'minPrice': '0.00010', 'maxPrice': '10000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
XTZUSD_PERP,XTZUSD,PERPETUAL,4133404800000,1644822000000,TRADING,10,XTZ,2.5000,5.0000,XTZ,USD,4,0,8,8,4,10000,0.0500,COIN,['Layer-1'],"[{'minPrice': '0.0010', 'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
ICXUSD_PERP,ICXUSD,PERPETUAL,4133404800000,1646982000000,TRADING,10,ICX,2.5000,5.0000,ICX,USD,4,0,8,8,4,10000,0.0500,COIN,[],"[{'minPrice': '0.0010', 'maxPrice': '100', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
ALGOUSD_PERP,ALGOUSD,PERPETUAL,4133404800000,1646982000000,TRADING,10,ALGO,2.5000,5.0000,ALGO,USD,4,0,8,8,4,10000,0.0500,COIN,[],"[{'minPrice': '0.0010', 'maxPrice': '100', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
RUNEUSD_PERP,RUNEUSD,PERPETUAL,4133404800000,1647932400000,TRADING,10,RUNE,2.5000,5.0000,RUNE,USD,4,0,8,8,4,10000,0.0500,COIN,['DEX'],"[{'minPrice': '0.0010', 'maxPrice': '100', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '2000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
APEUSD_PERP,APEUSD,PERPETUAL,4133404800000,1648191600000,TRADING,10,APE,2.5000,5.0000,APE,USD,4,0,8,8,4,10000,0.0500,COIN,['NFT'],"[{'minPrice': '0.0010', 'maxPrice': '100', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
VETUSD_PERP,VETUSD,PERPETUAL DELIVERING,1672045200000,1648537200000,DELIVERING,10,VET,2.5000,5.0000,VET,USD,6,0,8,8,4,10000,0.0500,COIN,['Layer-1'],"[{'minPrice': '0.000010', 'maxPrice': '10000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '150', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
ZILUSD_PERP,ZILUSD,PERPETUAL DELIVERING,1672045200000,1649228400000,DELIVERING,10,ZIL,2.5000,5.0000,ZIL,USD,6,0,8,8,4,10000,0.1200,COIN,['Layer-1'],"[{'minPrice': '0.000010', 'maxPrice': '10000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.8800', 'multiplierUp': '1.1200', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.020000,0.12
KNCUSD_PERP,KNCUSD,PERPETUAL,4133404800000,1650697200000,TRADING,10,KNC,2.5000,5.0000,KNC,USD,5,0,8,8,4,10000,0.0500,COIN,['DeFi'],"[{'minPrice': '0.00100', 'maxPrice': '1000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1500', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.015000,0.05
XMRUSD_PERP,XMRUSD,PERPETUAL,4133404800000,1650438000000,TRADING,10,XMR,2.5000,5.0000,XMR,USD,2,0,8,8,4,10000,0.0500,COIN,['Privacy'],"[{'minPrice': '0.01', 'maxPrice': '50000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.01'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '300', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
GMTUSD_PERP,GMTUSD,PERPETUAL,4133404800000,1650956400000,TRADING,10,GMT,2.5000,5.0000,GMT,USD,5,0,8,8,4,10000,0.0500,COIN,['NFT'],"[{'minPrice': '0.00100', 'maxPrice': '1000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
OPUSD_PERP,OPUSD,PERPETUAL,4133404800000,1659078000000,TRADING,10,OP,2.5000,5.0000,OP,USD,6,0,8,8,4,10000,0.0500,COIN,['Layer-2'],"[{'minPrice': '0.000100', 'maxPrice': '1000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000100'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
ENSUSD_PERP,ENSUSD,PERPETUAL,4133404800000,1659337200000,TRADING,10,ENS,2.5000,5.0000,ENS,USD,6,0,8,8,4,10000,0.0500,COIN,['Infrastructure'],"[{'minPrice': '0.001000', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001000'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
CHZUSD_PERP,CHZUSD,PERPETUAL,4133404800000,1660719600000,TRADING,10,CHZ,2.5000,5.0000,CHZ,USD,6,0,8,8,4,10000,0.0500,COIN,['Layer-1'],"[{'minPrice': '0.000100', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000100'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
APTUSD_PERP,APTUSD,PERPETUAL,4133404800000,1666594800000,TRADING,10,APT,2.5000,5.0000,APT,USD,6,0,8,8,4,10000,0.0500,COIN,['Layer-1'],"[{'minPrice': '0.001000', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001000'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.015000,0.05
ADAUSD_230929,ADAUSD,CURRENT_QUARTER,1695974400000,1680249600000,TRADING,10,ADA,2.5000,5.0000,ADA,USD,5,0,8,8,4,10000,0.0500,COIN,[],"[{'minPrice': '0.01700', 'maxPrice': '205', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
LINKUSD_230929,LINKUSD,CURRENT_QUARTER,1695974400000,1680249600000,TRADING,10,LINK,2.5000,5.0000,LINK,USD,3,0,8,8,4,10000,0.0500,COIN,[],"[{'minPrice': '0.500', 'maxPrice': '2737', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
BCHUSD_230929,BCHUSD,CURRENT_QUARTER,1695974400000,1680249600000,TRADING,10,BCH,2.5000,5.0000,BCH,USD,2,0,8,8,4,10000,0.0500,COIN,[],"[{'minPrice': '14.40', 'maxPrice': '66208', 'filterType': 'PRICE_FILTER', 'tickSize': '0.01'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
DOTUSD_230929,DOTUSD,CURRENT_QUARTER,1695974400000,1680249600000,TRADING,10,DOT,2.5000,5.0000,DOT,USD,3,0,8,8,4,10000,0.0500,COIN,[],"[{'minPrice': '0.400', 'maxPrice': '3000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
XRPUSD_230929,XRPUSD,CURRENT_QUARTER,1695974400000,1680249600000,TRADING,10,XRP,2.5000,5.0000,XRP,USD,4,0,8,8,4,10000,0.0500,COIN,[],"[{'minPrice': '0.0150', 'maxPrice': '115', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '8000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
LTCUSD_230929,LTCUSD,CURRENT_QUARTER,1695974400000,1680249600000,TRADING,10,LTC,2.5000,5.0000,LTC,USD,2,0,8,8,4,10000,0.0500,COIN,[],"[{'minPrice': '3.80', 'maxPrice': '17562', 'filterType': 'PRICE_FILTER', 'tickSize': '0.01'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 20, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']",0.010000,0.05
