symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,settlePlan,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
XRPBUSD,XRPBUSD,PERPETUAL,4133404800000,1627372800000,TRADING,2.5000,5.0000,XRP,BUSD,BUSD,4,1,8,8,COIN,['BUSD'],0,0.0500,0.010000,0.05,10000,"[{'minPrice': '0.0143', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000.0000', 'tickSize': '0.0001'}, {'filterType': 'LOT_SIZE', 'maxQty': '4000000.0', 'minQty': '0.1', 'stepSize': '0.1'}, {'maxQty': '800000.0', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
MINAUSDT,MINAUSDT,PERPETUAL,4133404800000,1675407600000,TRADING,2.5000,5.0000,MINA,USDT,USDT,7,0,8,8,COIN,['Privacy'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'tickSize': '0.0001000', 'maxPrice': '200.0000000', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '10000000'}, {'stepSize': '1', 'maxQty': '62500', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
TRUUSDT,TRUUSDT,PERPETUAL,4133404800000,1678086000000,TRADING,2.5000,5.0000,TRU,USDT,USDT,7,0,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '200.0000000', 'tickSize': '0.0000100', 'minPrice': '0.0000100'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000000', 'minQty': '1', 'stepSize': '1'}, {'minQty': '1', 'maxQty': '500000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
1000LUNCUSDT,1000LUNCUSDT,PERPETUAL,4133404800000,1662620400000,TRADING,2.5000,5.0000,1000LUNC,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0,0.1000,0.015000,0.10,10000,"[{'maxPrice': '200.0000000', 'minPrice': '0.0001000', 'tickSize': '0.0000100', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'minQty': '1', 'maxQty': '2000000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ALGOUSDT,ALGOUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ALGO,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0,0.0500,0.010000,0.05,10000,"[{'maxPrice': '1000.0000', 'minPrice': '0.0141', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '1000000.0'}, {'maxQty': '500000.0', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
PEOPLEUSDT,PEOPLEUSDT,PERPETUAL,4133404800000,1640242800000,TRADING,2.5000,5.0000,PEOPLE,USDT,USDT,5,0,8,8,COIN,['DAO'],0,0.1000,0.010000,0.10,10000,"[{'maxPrice': '2000.00000', 'minPrice': '0.00010', 'tickSize': '0.00001', 'filterType': 'PRICE_FILTER'}, {'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1161000', 'stepSize': '1', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
HOTUSDT,HOTUSDT,PERPETUAL,4133404800000,1617087600000,TRADING,2.5000,5.0000,HOT,USDT,USDT,6,0,8,8,COIN,['Storage'],0,0.1000,0.010000,0.10,10000,"[{'minPrice': '0.000129', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000.000000', 'tickSize': '0.000001'}, {'filterType': 'LOT_SIZE', 'maxQty': '50000000', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '20000000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
CVCUSDT,CVCUSDT,PERPETUAL,1669712400000,1569398400000,SETTLING,2.5000,5.0000,CVC,USDT,USDT,5,0,8,8,COIN,['Infrastructure'],0,0.1000,0.025000,0.10,10000,"[{'tickSize': '0.00001', 'maxPrice': '100.00000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.00517'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'maxQty': '10000000', 'minQty': '1'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '800000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ZILUSDT,ZILUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ZIL,USDT,USDT,5,0,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.00001', 'minPrice': '0.00219', 'filterType': 'PRICE_FILTER', 'maxPrice': '100.00000'}, {'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'stepSize': '1', 'maxQty': '5000000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ASTRUSDT,ASTRUSDT,PERPETUAL,4133404800000,1676271600000,TRADING,2.5000,5.0000,ASTR,USDT,USDT,7,0,8,8,COIN,['Infrastructure'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0000100', 'tickSize': '0.0000100', 'maxPrice': '200.0000000'}, {'stepSize': '1', 'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE'}, {'stepSize': '1', 'minQty': '1', 'maxQty': '600000', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
NEARBUSD,NEARBUSD,PERPETUAL,1681808400000,1652684400000,SETTLING,2.5000,5.0000,NEAR,BUSD,BUSD,7,1,8,8,COIN,['BUSD'],0,0.0500,0.010000,0.05,10000,"[{'tickSize': '0.0010000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0010000', 'maxPrice': '100000.0000000'}, {'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '1000000.0', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '9000.0'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
KLAYUSDT,KLAYUSDT,PERPETUAL,4133404800000,1633935600000,TRADING,2.5000,5.0000,KLAY,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0,0.0500,0.015000,0.05,10000,"[{'tickSize': '0.0001', 'maxPrice': '100000.0000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0010'}, {'maxQty': '5000000.0', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'minQty': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '700000.0'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
APTBUSD,APTBUSD,PERPETUAL,1691053200000,1666594800000,TRADING,2.5000,5.0000,APT,BUSD,BUSD,5,1,8,8,COIN,['BUSD'],0,0.1000,0.017500,0.10,10000,"[{'maxPrice': '20000.00000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.00100', 'tickSize': '0.00100'}, {'maxQty': '1000000.0', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'maxQty': '5000.0', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
MKRUSDT,MKRUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,MKR,USDT,USDT,2,3,8,8,COIN,['DeFi'],0,0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '50.00', 'maxPrice': '351788.00', 'tickSize': '0.10'}, {'stepSize': '0.001', 'minQty': '0.001', 'filterType': 'LOT_SIZE', 'maxQty': '10000.000'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '100.000', 'minQty': '0.001', 'stepSize': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
FILUSDT,FILUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,FIL,USDT,USDT,3,1,8,8,COIN,['Storage'],0,0.1000,0.015000,0.10,10000,"[{'maxPrice': '10000.000', 'filterType': 'PRICE_FILTER', 'minPrice': '1.381', 'tickSize': '0.001'}, {'maxQty': '10000000.0', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1'}, {'minQty': '0.1', 'maxQty': '7500.0', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
UMAUSDT,UMAUSDT,PERPETUAL,4133404800000,1683590400000,TRADING,2.5000,5.0000,UMA,USDT,USDT,6,0,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'tickSize': '0.001000', 'maxPrice': '2000.000000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.001000'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '10000000'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '30000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
JASMYUSDT,JASMYUSDT,PERPETUAL,4133404800000,1650351600000,TRADING,2.5000,5.0000,JASMY,USDT,USDT,6,0,8,8,COIN,['Infrastructure'],0,0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.000010', 'tickSize': '0.000001', 'maxPrice': '100.000000'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '50000000', 'stepSize': '1'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '10000000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
STXUSDT,STXUSDT,PERPETUAL,4133404800000,1676876400000,TRADING,2.5000,5.0000,STX,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'tickSize': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200.0000000'}, {'minQty': '1', 'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '100000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
CVXBUSD,CVXBUSD,PERPETUAL,1678870800000,1657609200000,SETTLING,2.5000,5.0000,CVX,BUSD,BUSD,7,1,8,8,COIN,['BUSD'],0,0.0500,0.020000,0.05,10000,"[{'tickSize': '0.0010000', 'minPrice': '0.0010000', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000.0000000'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '1000000.0', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '1000.0'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
MATICUSDT,MATICUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,MATIC,USDT,USDT,5,0,8,8,COIN,['Layer-2'],0,0.1000,0.010000,0.10,10000,"[{'minPrice': '0.00960', 'maxPrice': '137.00000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00010'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000000', 'minQty': '1', 'stepSize': '1'}, {'maxQty': '500000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
BAKEUSDT,BAKEUSDT,PERPETUAL,4133404800000,1621321200000,TRADING,2.5000,5.0000,BAKE,USDT,USDT,4,0,8,8,COIN,['DeFi'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.0001', 'maxPrice': '100000.0000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001'}, {'maxQty': '5000000', 'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '500000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
SCUSDT,SCUSDT,PERPETUAL,1655456400000,1618210800000,SETTLING,2.5000,5.0000,SC,USDT,USDT,6,0,8,8,COIN,['Storage'],0,0.0500,0.010000,0.10,10000,"[{'maxPrice': '2000.000000', 'tickSize': '0.000001', 'minPrice': '0.000368', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'minQty': '1', 'maxQty': '5000000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
XTZUSDT,XTZUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XTZ,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.001', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000.000', 'minPrice': '0.064'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000.0'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '100000.0'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ARKMUSDT,ARKMUSDT,PERPETUAL,4133404800000,1690512300000,TRADING,2.5000,5.0000,ARKM,USDT,USDT,7,0,8,8,COIN,[],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '200.0000000', 'tickSize': '0.0001000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER'}, {'maxQty': '5000000', 'minQty': '1', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '100000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
HIGHUSDT,HIGHUSDT,PERPETUAL,4133404800000,1675407600000,TRADING,2.5000,5.0000,HIGH,USDT,USDT,6,1,8,8,COIN,['Metaverse'],0,0.1500,0.017500,0.15,10000,"[{'minPrice': '0.001000', 'maxPrice': '2000.000000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001000'}, {'stepSize': '0.1', 'maxQty': '1000000.0', 'minQty': '0.1', 'filterType': 'LOT_SIZE'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '12500.0'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
