symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,settlePlan,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
TOMOUSDT,TOMOUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,TOMO,USDT,USDT,4,0,8,8,COIN,['Layer-1'],0,0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '1000.0000', 'tickSize': '0.0001', 'minPrice': '0.0250'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '10000000'}, {'maxQty': '500000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
FILBUSD,FILBUSD,PERPETUAL,1683018000000,1658214000000,SETTLING,2.5000,5.0000,FIL,BUSD,BUSD,7,1,8,8,COIN,['BUSD'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '0.0010000', 'maxPrice': '200.0000000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0010000'}, {'maxQty': '1000000.0', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'stepSize': '0.1', 'maxQty': '10000.0', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
QTUMUSDT,QTUMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,QTUM,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0,0.1000,0.015000,0.10,10000,"[{'tickSize': '0.001', 'minPrice': '0.246', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000.000'}, {'minQty': '0.1', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'maxQty': '500000.0'}, {'stepSize': '0.1', 'maxQty': '10000.0', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
XVSUSDT,XVSUSDT,PERPETUAL,4133404800000,1681257600000,TRADING,2.5000,5.0000,XVS,USDT,USDT,6,1,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.001000', 'maxPrice': '2000.000000', 'tickSize': '0.001000'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000.0'}, {'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '4140.0', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
INJUSDT,INJUSDT,PERPETUAL,4133404800000,1660633200000,TRADING,2.5000,5.0000,INJ,USDT,USDT,6,1,8,8,COIN,['DeFi'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '0.001000', 'maxPrice': '2000.000000', 'tickSize': '0.001000', 'filterType': 'PRICE_FILTER'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000.0'}, {'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '25000.0', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
BNBUSDT,BNBUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BNB,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0,0.0500,0.015000,0.05,10000,"[{'tickSize': '0.010', 'minPrice': '6.600', 'maxPrice': '100000.000', 'filterType': 'PRICE_FILTER'}, {'stepSize': '0.01', 'maxQty': '100000.00', 'minQty': '0.01', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '2000.00', 'stepSize': '0.01', 'minQty': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
DOGEBUSD,DOGEBUSD,PERPETUAL,4133404800000,1627372800000,TRADING,2.5000,5.0000,DOGE,BUSD,BUSD,6,0,8,8,COIN,['BUSD'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.000010', 'filterType': 'PRICE_FILTER', 'minPrice': '0.002440', 'maxPrice': '2000.000000'}, {'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '5000000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
DOTBUSD,DOTBUSD,PERPETUAL,1683622800000,1654585200000,SETTLING,2.5000,5.0000,DOT,BUSD,BUSD,7,1,8,8,COIN,['BUSD'],0,0.0500,0.015000,0.05,10000,"[{'minPrice': '0.0010000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200.0000000', 'tickSize': '0.0010000'}, {'minQty': '0.1', 'maxQty': '10000000.0', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'minQty': '0.1', 'maxQty': '6000.0', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ETHUSDT,ETHUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ETH,USDT,USDT,2,3,8,8,COIN,['Layer-1'],0,0.0500,0.012500,0.05,10000,"[{'maxPrice': '306177.00', 'minPrice': '39.86', 'filterType': 'PRICE_FILTER', 'tickSize': '0.01'}, {'maxQty': '10000.000', 'filterType': 'LOT_SIZE', 'stepSize': '0.001', 'minQty': '0.001'}, {'minQty': '0.001', 'maxQty': '2000.000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.001'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
FETUSDT,FETUSDT,PERPETUAL,4133404800000,1673766000000,TRADING,2.5000,5.0000,FET,USDT,USDT,7,0,8,8,COIN,['AI'],0,0.1000,0.020000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0001000', 'maxPrice': '200.0000000', 'minPrice': '0.0001000'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '250000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
SUIUSDT,SUIUSDT,PERPETUAL,4133404800000,1683072000000,TRADING,2.5000,5.0000,SUI,USDT,USDT,6,1,8,8,COIN,['Layer-1'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.000100', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000.000000', 'tickSize': '0.000100'}, {'maxQty': '10000000.0', 'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'maxQty': '2000000.0', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
CRVUSDT,CRVUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,CRV,USDT,USDT,3,1,8,8,COIN,['DeFi'],0,0.1000,0.020000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '1000.000', 'minPrice': '0.031', 'tickSize': '0.001'}, {'minQty': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000.0', 'stepSize': '0.1'}, {'minQty': '0.1', 'maxQty': '300000.0', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
HFTUSDT,HFTUSDT,PERPETUAL,4133404800000,1680652800000,TRADING,2.5000,5.0000,HFT,USDT,USDT,7,0,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '200.0000000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0001000'}, {'stepSize': '1', 'maxQty': '10000000', 'minQty': '1', 'filterType': 'LOT_SIZE'}, {'minQty': '1', 'stepSize': '1', 'maxQty': '50000', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
LINKUSDT,LINKUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,LINK,USDT,USDT,3,2,8,8,COIN,['Oracle'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '0.464', 'tickSize': '0.001', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000.000'}, {'stepSize': '0.01', 'filterType': 'LOT_SIZE', 'minQty': '0.01', 'maxQty': '200000.00'}, {'maxQty': '20000.00', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.01', 'minQty': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
FTTBUSD,FTTBUSD,PERPETUAL,1668400200000,1630911600000,SETTLING,2.5000,5.0000,FTT,BUSD,BUSD,3,1,8,8,COIN,['BUSD'],0,0.0500,0.025000,0.05,10000,"[{'minPrice': '0.010', 'maxPrice': '100000.000', 'tickSize': '0.001', 'filterType': 'PRICE_FILTER'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000.0'}, {'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '1000.0', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
1000LUNCBUSD,1000LUNCBUSD,PERPETUAL,1686214800000,1653894000000,SETTLING,2.5000,5.0000,1000LUNC,BUSD,BUSD,7,0,8,8,COIN,['BUSD'],0,0.1000,0.015000,0.10,10000,"[{'maxPrice': '200.0000000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0000100'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'stepSize': '1', 'maxQty': '2000000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
RDNTUSDT,RDNTUSDT,PERPETUAL,4133404800000,1680566400000,TRADING,2.5000,5.0000,RDNT,USDT,USDT,7,0,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '200.0000000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0001000'}, {'maxQty': '10000000', 'minQty': '1', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '150000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
UNFIUSDT,UNFIUSDT,PERPETUAL,4133404800000,1612854000000,TRADING,2.5000,5.0000,UNFI,USDT,USDT,3,1,8,8,COIN,['DeFi'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '0.222', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001', 'maxPrice': '10000.000'}, {'stepSize': '0.1', 'maxQty': '100000.0', 'minQty': '0.1', 'filterType': 'LOT_SIZE'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '8000.0', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ARBUSDT,ARBUSDT,PERPETUAL,4133404800000,1679554800000,TRADING,2.5000,5.0000,ARB,USDT,USDT,6,1,8,8,COIN,['Layer-2'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.000100', 'maxPrice': '2000.000000', 'tickSize': '0.000100'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000.0', 'stepSize': '0.1', 'minQty': '0.1'}, {'maxQty': '200000.0', 'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
KNCUSDT,KNCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,KNC,USDT,USDT,5,0,8,8,COIN,['DeFi'],0,0.1000,0.015000,0.10,10000,"[{'tickSize': '0.00010', 'maxPrice': '181.00000', 'minPrice': '0.03200', 'filterType': 'PRICE_FILTER'}, {'stepSize': '1', 'maxQty': '5000000', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'stepSize': '1', 'maxQty': '500000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
DODOBUSD,DODOBUSD,PERPETUAL,4133404800000,1653375600000,TRADING,2.5000,5.0000,DODO,BUSD,BUSD,7,0,8,8,COIN,['BUSD'],0,0.0500,0.010000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'maxPrice': '200.0000000', 'tickSize': '0.0001000'}, {'stepSize': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'minQty': '1', 'stepSize': '1', 'maxQty': '300000', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
AUDIOUSDT,AUDIOUSDT,PERPETUAL,4133404800000,1629270000000,TRADING,2.5000,5.0000,AUDIO,USDT,USDT,4,0,8,8,COIN,['NFT'],0,0.1000,0.020000,0.10,10000,"[{'minPrice': '0.0040', 'tickSize': '0.0001', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000.0000'}, {'minQty': '1', 'stepSize': '1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '400000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
JOEUSDT,JOEUSDT,PERPETUAL,4133404800000,1679961600000,TRADING,2.5000,5.0000,JOE,USDT,USDT,7,0,8,8,COIN,['DEX'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'tickSize': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200.0000000'}, {'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '50000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
DENTUSDT,DENTUSDT,PERPETUAL,4133404800000,1616482800000,TRADING,2.5000,5.0000,DENT,USDT,USDT,6,0,8,8,COIN,['Infrastructure'],0,0.1000,0.010000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '2000.000000', 'minPrice': '0.000070', 'tickSize': '0.000001'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '500000000'}, {'maxQty': '100000000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
LEVERUSDT,LEVERUSDT,PERPETUAL,4133404800000,1680048000000,TRADING,2.5000,5.0000,LEVER,USDT,USDT,7,0,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '100.0000000', 'minPrice': '0.0000010', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0000010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000000', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '30000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
